resource_type,key,plural_variable,plural_category,comment,english_value,locale,current_value,status,reviewer_notes
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",nl,"Sommige items zijn herhaaldelijk doorgeschoven. Tijd om te beslissen: vasthouden, uitstellen of laten vallen?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",fr,"Certains éléments ont été reportés à plusieurs reprises. À décider : s'engager, reporter ou abandonner ?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",de,"Einige Elemente wurden wiederholt übertragen. Es lohnt sich zu entscheiden: zusagen, aufschieben oder verwerfen?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",it,"Alcuni elementi sono stati riportati ripetutamente. Da decidere: impegnarsi, rinviare o scartare?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",ja,いくつかの項目は繰り返し繰越されました。決断のタイミング:取り組む、延期、または破棄?,draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",ko,"일부 항목이 반복적으로 이월되었습니다. 결정할 때입니다: 진행, 연기 또는 버리기?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",nb,"Noen elementer er gjentatte ganger overført. Bestem deg: forplikt, utsett eller forkast?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",pt,"Alguns itens foram transferidos repetidamente. Vale a pena decidir: assumir, adiar ou descartar?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",pt-BR,"Alguns itens foram transferidos repetidamente. Vale a pena decidir: assumir, adiar ou descartar?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",ru,"Некоторые элементы переносились многократно. Стоит решить: взяться, отложить или отбросить?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",es,"Algunos elementos se trasladaron varias veces. Vale la pena decidir: comprometerse, aplazar o descartar.",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",sv,"Vissa objekt har förts över upprepade gånger. Värt att bestämma: åta sig, skjuta upp eller släppa?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",zh-Hans,有些项目反复被延后。值得决定:承诺、推迟还是放弃?,draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",zh-Hant,有些項目反覆被延後。值得決定:承諾、延後還是放棄?,draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",tr,"Bazı öğeler tekrar tekrar taşındı. Karar vermeye değer: üstlen, ertele veya at?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",uk,"Деякі елементи неодноразово переносилися. Час вирішити: взятися, відкласти чи скинути?",draft-translation,
strings,weeklyDigest.insight.stalledCarryOver,,,,"Some items carried over repeatedly. Worth deciding: commit, defer, or drop?",vi,"Một số mục được chuyển đi chuyển lại. Đáng để quyết định: cam kết, hoãn hay bỏ?",draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,en,Steady week. Keep building the rhythm.,english-source,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,ar,أسبوع ثابت. استمر في بناء الإيقاع.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,nl,Stabiele week. Blijf het ritme opbouwen.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,fr,Semaine régulière. Continuez à construire le rythme.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,de,Stetige Woche. Bauen Sie den Rhythmus weiter auf.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,it,Settimana costante. Continua a costruire il ritmo.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,ja,安定した週でした。リズムを築き続けましょう。,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,ko,꾸준한 한 주. 리듬을 계속 만들어 가세요.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,nb,Stødig uke. Fortsett å bygge rytmen.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,pt,Semana constante. Continue a construir o ritmo.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,pt-BR,Semana constante. Continue construindo o ritmo.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,ru,Стабильная неделя. Продолжайте выстраивать ритм.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,es,Semana constante. Sigue construyendo el ritmo.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,sv,Stabil vecka. Fortsätt bygga rytmen.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,zh-Hans,稳定的一周。继续建立节奏。,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,zh-Hant,穩定的一週。繼續建立節奏。,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,tr,Sürekli bir hafta. Ritmi inşa etmeye devam edin.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,uk,Стабільний тиждень. Продовжуйте будувати ритм.,draft-translation,
strings,weeklyDigest.insight.steady,,,,Steady week. Keep building the rhythm.,vi,Một tuần ổn định. Tiếp tục xây dựng nhịp điệu.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,en,Strong week. High readiness translated into follow-through.,english-source,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,ar,أسبوع قوي. ترجمت الجاهزية العالية إلى متابعة جيدة.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,nl,Sterke week. Hoge gereedheid leidde tot opvolging.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,fr,Semaine solide. Une forte préparation a conduit à un véritable suivi.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,de,Starke Woche. Hohe Bereitschaft führte zur Umsetzung.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,it,Settimana forte. L'alta prontezza si è tradotta in azione concreta.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,ja,充実した週でした。高い準備度が実行に結びつきました。,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,ko,강한 한 주였습니다. 높은 준비도가 실행으로 이어졌습니다.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,nb,Sterk uke. Høy beredskap ga god gjennomføring.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,pt,Semana forte. Uma prontidão elevada traduziu-se em ação.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,pt-BR,Semana forte. A prontidão alta se traduziu em execução.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,ru,Сильная неделя. Высокая готовность превратилась в реальные действия.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,es,Semana fuerte. La alta preparación se tradujo en seguimiento.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,sv,Stark vecka. Hög beredskap omsattes i genomförande.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,zh-Hans,强劲的一周。高就绪度转化为切实行动。,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,zh-Hant,強勁的一週。高就緒度轉化為切實行動。,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,tr,Güçlü bir hafta. Yüksek hazırlık eyleme dönüştü.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,uk,Сильний тиждень. Висока готовність перейшла у дії.,draft-translation,
strings,weeklyDigest.insight.strongWeek,,,,Strong week. High readiness translated into follow-through.,vi,Một tuần mạnh mẽ. Sự sẵn sàng cao đã được chuyển thành hành động.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,en,Tough week with low reserves. Consider planning lighter next time.,english-source,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,ar,أسبوع صعب باحتياطيات منخفضة. فكر في تخطيط أخف في المرة القادمة.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,nl,Zware week met weinig reserves. Overweeg lichter te plannen volgende keer.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,fr,Semaine difficile avec des réserves faibles. Envisagez de prévoir plus léger la prochaine fois.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,de,Harte Woche mit geringen Reserven. Erwägen Sie nächstes Mal eine leichtere Planung.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,it,Settimana dura con riserve basse. Considera di pianificare in modo più leggero la prossima volta.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,ja,エネルギーが少なく、厳しい週でした。次回はもっと軽めに計画してみてください。,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,ko,에너지가 부족한 힘든 한 주였습니다. 다음에는 더 가볍게 계획해 보세요.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,nb,Tøff uke med lave reserver. Vurder lettere planlegging neste gang.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,pt,Semana difícil com reservas baixas. Considere planear mais leve da próxima vez.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,pt-BR,Semana difícil com reservas baixas. Considere planejar mais leve da próxima vez.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,ru,Тяжёлая неделя с низкими резервами. В следующий раз планируйте полегче.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,es,Semana difícil con reservas bajas. Plantéate planear más ligero la próxima vez.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,sv,Tuff vecka med låga reserver. Överväg lättare planering nästa gång.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,zh-Hans,储备较低的艰难一周。下次可以考虑减轻计划。,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,zh-Hant,儲備較低的艱難一週。下次可以考慮減輕計畫。,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,tr,Düşük rezervlerle zor bir hafta. Bir sonraki sefer daha hafif planlamayı düşünün.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,uk,Важкий тиждень з низькими резервами. Наступного разу плануйте легше.,draft-translation,
strings,weeklyDigest.insight.toughWeek,,,,Tough week with low reserves. Consider planning lighter next time.,vi,Một tuần khó khăn với năng lượng thấp. Cân nhắc lên kế hoạch nhẹ hơn vào lần tới.,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,en,Last Week,english-source,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,ar,الأسبوع الماضي,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,nl,Vorige week,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,fr,Semaine dernière,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,de,Letzte Woche,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,it,Settimana scorsa,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,ja,先週,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,ko,지난주,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,nb,Forrige uke,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,pt,Semana passada,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,pt-BR,Semana passada,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,ru,Прошлая неделя,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,es,Semana pasada,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,sv,Förra veckan,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,zh-Hans,上周,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,zh-Hant,上週,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,tr,Geçen hafta,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,uk,Минулого тижня,draft-translation,
strings,weeklyDigest.relative.lastWeek,,,,Last Week,vi,Tuần trước,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,en,Most Recent Week,english-source,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,ar,الأسبوع الأحدث,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,nl,Meest recente week,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,fr,Semaine la plus récente,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,de,Aktuellste Woche,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,it,Settimana più recente,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,ja,直近の週,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,ko,가장 최근 주,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,nb,Siste uke,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,pt,Semana mais recente,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,pt-BR,Semana mais recente,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,ru,Самая последняя неделя,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,es,Semana más reciente,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,sv,Senaste veckan,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,zh-Hans,最近一周,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,zh-Hant,最近一週,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,tr,En son hafta,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,uk,Найостанніший тиждень,draft-translation,
strings,weeklyDigest.relative.mostRecentWeek,,,,Most Recent Week,vi,Tuần gần nhất,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,en,%d of %d done,english-source,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,ar,%d من %d مكتمل,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,nl,%d van %d klaar,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,fr,%d sur %d terminés,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,de,%d von %d erledigt,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,it,%d di %d completati,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,ja,%d / %d 完了,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,ko,%d / %d 완료,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,nb,%d av %d ferdig,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,pt,%d de %d concluído,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,pt-BR,%d de %d concluído,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,ru,%d из %d выполнено,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,es,%d de %d hechos,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,sv,%d av %d klara,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,zh-Hans,%d / %d 已完成,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,zh-Hant,%d / %d 已完成,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,tr,%d / %d tamamlandı,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,uk,%d з %d виконано,draft-translation,
strings,weeklyDigest.summary.doneOfPlanned,,,,%d of %d done,vi,%d trên %d xong,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,en,No planned Focus items,english-source,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,ar,لا توجد عناصر تركيز مخططة,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,nl,Geen geplande Focus-items,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,fr,Aucun élément Focus prévu,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,de,Keine geplanten Fokus-Elemente,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,it,Nessun elemento Focus pianificato,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,ja,計画されたフォーカス項目はありません,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,ko,계획된 포커스 항목 없음,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,nb,Ingen planlagte Fokus-elementer,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,pt,Sem itens de Focus planeados,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,pt-BR,Sem itens de foco planejados,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,ru,Запланированных Фокус-элементов нет,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,es,Sin elementos de Foco planificados,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,sv,Inga planerade Fokus-objekt,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,zh-Hans,没有计划的专注项目,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,zh-Hant,沒有規劃的專注項目,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,tr,Planlanmış odak öğesi yok,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,uk,Немає запланованих елементів Фокусу,draft-translation,
strings,weeklyDigest.summary.empty,,,,No planned Focus items,vi,Không có mục trọng tâm đã lên kế hoạch,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",en,"Opens note details. Swipe for actions, including advance to %@.",english-source,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",ar,يفتح تفاصيل الملاحظة. اسحب للإجراءات بما في ذلك التقدم إلى %@.,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",nl,"Opent notitiedetails. Veeg voor acties, inclusief overgaan naar %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",fr,"Ouvre les détails de la note. Glissez pour les actions, y compris passer à %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",de,"Öffnet Notizdetails. Wischen für Aktionen, einschließlich Vorrücken auf %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",it,"Apre i dettagli della nota. Scorri per le azioni, incluso avanzare a %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",ja,メモの詳細を開きます。スワイプで%@へ進めるアクションを含むアクションを表示します。,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",ko,메모 세부정보를 엽니다. %@(으)로 진행을 포함한 작업을 보려면 스와이프하세요.,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",nb,Åpner notatdetaljer. Sveip for handlinger inkludert å gå videre til %@.,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",pt,"Abre os detalhes da nota. Deslize para ações, incluindo avançar para %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",pt-BR,"Abre os detalhes da nota. Deslize para ações, incluindo avançar para %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",ru,"Открывает подробности заметки. Проведите для действий, включая переход на %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",es,"Abre los detalles de la nota. Desliza para acciones, incluyendo avanzar a %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",sv,"Öppnar anteckningsdetaljer. Svep för åtgärder, inklusive att gå vidare till %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",zh-Hans,打开笔记详情。滑动以查看操作，包括推进到 %@。,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",zh-Hant,"開啟備忘錄詳情。滑動以查看操作,包括推進到 %@。",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",tr,Not detaylarını açar. %@'ye ilerleme dahil işlemler için kaydırın.,draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",uk,"Відкриває деталі нотатки. Проведіть для дій, включаючи перехід до %@.",draft-translation,
strings,write.row.accessibility.advanceHint,,,,"Opens note details. Swipe for actions, including advance to %@.",vi,"Mở chi tiết ghi chú. Vuốt để xem hành động, bao gồm chuyển tới %@.",draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,en,Opens note details. Swipe for actions.,english-source,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,ar,يفتح تفاصيل الملاحظة. اسحب لاتخاذ الإجراءات.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,nl,Opent notitiedetails. Veeg voor acties.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,fr,Ouvre les détails de la note. Glissez pour les actions.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,de,Öffnet Notizdetails. Wischen für Aktionen.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,it,Apre i dettagli della nota. Scorri per le azioni.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,ja,メモの詳細を開きます。スワイプでアクションを表示します。,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,ko,메모 세부정보를 엽니다. 작업을 보려면 스와이프하세요.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,nb,Åpner notatdetaljer. Sveip for handlinger.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,pt,Abre os detalhes da nota. Deslize para ações.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,pt-BR,Abre os detalhes da nota. Deslize para ações.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,ru,Открывает подробности заметки. Проведите для действий.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,es,Abre los detalles de la nota. Desliza para ver acciones.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,sv,Öppnar anteckningsdetaljer. Svep för åtgärder.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,zh-Hans,打开笔记详情。滑动以查看操作。,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,zh-Hant,開啟備忘錄詳情。滑動以查看操作。,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,tr,Not detaylarını açar. İşlemler için kaydırın.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,uk,Відкриває деталі нотатки. Проведіть для дій.,draft-translation,
strings,write.row.accessibility.defaultHint,,,,Opens note details. Swipe for actions.,vi,Mở chi tiết ghi chú. Vuốt để xem hành động.,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,en,Advance to %@,english-source,
strings,write.stage.advanceTo,,,,Advance to %@,ar,التقدم إلى %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,nl,Overgaan naar %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,fr,Passer à %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,de,Vorrücken auf %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,it,Avanza a %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,ja,%@へ進む,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,ko,%@(으)로 진행,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,nb,Gå videre til %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,pt,Avançar para %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,pt-BR,Avançar para %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,ru,Перейти к %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,es,Avanzar a %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,sv,Gå vidare till %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,zh-Hans,推进到 %@,draft-translation,
strings,write.stage.advanceTo,,,,Advance to %@,zh-Hant,推進到 %@,draft-translation,
